id,comp_bx,comp_by,comp_bz,comp_bt,lon_gsm,lat_gsm,density,speed,temperature
"{'date': '2019-11-05', 'time': '03:30:00'}",-5.34,-0.02,1.37,5.51,180.2,14.43,4.08,390.8,90048.0
"{'date': '2019-11-05', 'time': '03:31:00'}",-5.36,0.09,1.44,5.55,179.09,15.07,4.12,392.7,94052.0
"{'date': '2019-11-05', 'time': '03:32:00'}",-5.42,0.03,1.29,5.57,179.68,13.42,4.23,399.6,115802.0
"{'date': '2019-11-05', 'time': '03:33:00'}",-5.41,-0.34,1.34,5.59,183.56,13.86,4.62,396.7,110412.0
"{'date': '2019-11-05', 'time': '03:34:00'}",-5.28,-1.48,1.39,5.65,195.66,14.18,4.2,393.2,95054.0
"{'date': '2019-11-05', 'time': '03:35:00'}",-5.42,-1.26,1.51,5.77,193.04,15.13,3.97,390.3,85229.0
"{'date': '2019-11-05', 'time': '03:36:00'}",-5.2,-1.48,2.11,5.8,195.86,21.35,4.06,390.5,84606.0
"{'date': '2019-11-05', 'time': '03:37:00'}",-5.19,-1.53,2.05,5.79,196.48,20.73,3.95,391.3,80072.0
"{'date': '2019-11-05', 'time': '03:38:00'}",-5.26,-1.44,1.92,5.78,195.35,19.35,3.97,391.5,76641.0
"{'date': '2019-11-05', 'time': '03:39:00'}",-5.28,-1.52,1.86,5.8,196.02,18.76,4.19,393.9,86266.0
"{'date': '2019-11-05', 'time': '03:40:00'}",-5.28,-1.38,1.77,5.74,194.61,17.96,4.06,391.2,82981.0
"{'date': '2019-11-05', 'time': '03:41:00'}",-5.31,-1.28,1.78,5.75,193.61,18.07,4.19,392.3,96072.0
"{'date': '2019-11-05', 'time': '03:42:00'}",-5.39,-1.2,1.76,5.8,192.59,17.65,4.0,392.4,81654.0
"{'date': '2019-11-05', 'time': '03:43:00'}",-5.56,-1.04,1.43,5.84,190.63,14.15,3.16,384.8,62230.0
"{'date': '2019-11-05', 'time': '03:44:00'}",-5.65,-0.94,1.31,5.88,189.49,12.93,4.92,396.5,110613.0
"{'date': '2019-11-05', 'time': '03:45:00'}",-5.77,-0.85,1.08,5.93,188.37,10.48,3.65,391.0,79453.0
"{'date': '2019-11-05', 'time': '03:46:00'}",-5.77,-0.96,0.81,5.9,189.41,7.87,3.77,378.7,46206.0
"{'date': '2019-11-05', 'time': '03:47:00'}",-5.58,-0.87,1.64,5.88,188.87,16.23,3.75,386.6,80461.0
"{'date': '2019-11-05', 'time': '03:48:00'}",-5.69,-0.76,1.14,5.85,187.58,11.23,4.09,390.4,83753.0
"{'date': '2019-11-05', 'time': '03:49:00'}",-5.76,-0.88,1.04,5.92,188.7,10.14,4.06,376.9,49239.0
"{'date': '2019-11-05', 'time': '03:50:00'}",-5.81,-0.96,0.99,5.97,189.41,9.55,4.19,389.7,98134.0
"{'date': '2019-11-05', 'time': '03:51:00'}",-5.84,-0.89,0.99,5.99,188.67,9.55,3.95,394.5,112150.0
"{'date': '2019-11-05', 'time': '03:52:00'}",-5.83,-0.92,0.84,5.96,189.0,8.12,3.62,382.8,67305.0
"{'date': '2019-11-05', 'time': '03:53:00'}",-5.8,-0.94,0.84,5.93,189.2,8.13,3.68,385.5,76803.0
"{'date': '2019-11-05', 'time': '03:54:00'}",-5.81,-0.95,0.86,5.95,189.31,8.32,4.02,397.2,117897.0
"{'date': '2019-11-05', 'time': '03:55:00'}",-5.81,-0.96,1.17,6.0,189.43,11.28,4.3,393.5,99690.0
"{'date': '2019-11-05', 'time': '03:56:00'}",-5.88,-0.9,1.21,6.07,188.75,11.45,4.14,388.9,92866.0
"{'date': '2019-11-05', 'time': '03:57:00'}",-5.88,-0.82,1.01,6.02,187.92,9.68,4.53,394.3,101828.0
"{'date': '2019-11-05', 'time': '03:58:00'}",-5.81,-0.79,1.12,5.97,187.72,10.79,4.03,391.7,88761.0
"{'date': '2019-11-05', 'time': '03:59:00'}",-5.95,-0.7,1.06,6.08,186.73,10.02,3.56,383.8,60051.0
"{'date': '2019-11-05', 'time': '04:00:00'}",-5.88,-0.77,1.11,6.03,187.46,10.6,4.53,398.2,114399.0
"{'date': '2019-11-05', 'time': '04:01:00'}",-5.92,-0.74,1.05,6.06,187.17,9.99,4.49,392.3,87564.0
"{'date': '2019-11-05', 'time': '04:02:00'}",-5.83,-0.81,1.47,6.07,187.86,14.06,3.89,388.0,82419.0
"{'date': '2019-11-05', 'time': '04:03:00'}",-5.74,-0.82,1.73,6.05,188.09,16.58,3.81,387.5,81926.0
"{'date': '2019-11-05', 'time': '04:04:00'}",-5.78,-0.82,1.55,6.05,188.1,14.9,3.77,382.0,60513.0
"{'date': '2019-11-05', 'time': '04:05:00'}",-5.75,-0.81,1.72,6.05,188.0,16.52,4.12,388.8,84762.0
"{'date': '2019-11-05', 'time': '04:06:00'}",-5.66,-0.97,1.83,6.02,189.69,17.66,4.91,394.0,94862.0
"{'date': '2019-11-05', 'time': '04:07:00'}",-5.69,-0.85,1.91,6.06,188.49,18.34,4.64,391.8,83073.0
"{'date': '2019-11-05', 'time': '04:08:00'}",-5.82,-1.01,1.34,6.06,189.8,12.76,3.89,388.1,71050.0
"{'date': '2019-11-05', 'time': '04:09:00'}",-5.83,-0.96,1.24,6.04,189.33,11.88,3.62,387.7,72332.0
"{'date': '2019-11-05', 'time': '04:10:00'}",-5.84,-0.76,1.19,6.01,187.38,11.42,3.86,388.8,82361.0
"{'date': '2019-11-05', 'time': '04:11:00'}",-5.65,-0.49,1.09,5.78,184.94,10.87,4.37,390.0,87552.0
"{'date': '2019-11-05', 'time': '04:12:00'}",-5.7,-0.64,1.52,5.94,186.41,14.82,4.17,389.2,77023.0
"{'date': '2019-11-05', 'time': '04:13:00'}",-5.59,-1.15,1.78,5.98,191.63,17.34,4.05,385.6,63965.0
"{'date': '2019-11-05', 'time': '04:14:00'}",-5.55,-1.33,1.8,5.98,193.51,17.49,4.86,397.7,105456.0
"{'date': '2019-11-05', 'time': '04:15:00'}",-5.43,-1.29,1.81,5.87,193.31,17.99,4.62,390.9,77756.0
"{'date': '2019-11-05', 'time': '04:16:00'}",-5.46,-1.17,1.74,5.85,192.07,17.31,4.46,392.4,78474.0
"{'date': '2019-11-05', 'time': '04:17:00'}",-5.56,-1.15,1.87,5.98,191.67,18.27,5.81,401.6,117220.0
"{'date': '2019-11-05', 'time': '04:18:00'}",-5.61,-1.11,1.85,6.01,191.16,17.92,4.77,394.7,89524.0
"{'date': '2019-11-05', 'time': '04:19:00'}",-5.56,-1.43,2.02,6.08,194.42,19.41,3.36,378.4,44310.0
"{'date': '2019-11-05', 'time': '04:20:00'}",-5.64,-1.26,1.86,6.07,192.57,17.85,4.7,393.1,100280.0
"{'date': '2019-11-05', 'time': '04:21:00'}",-5.57,-1.33,1.96,6.06,193.44,18.92,4.87,393.0,89221.0
"{'date': '2019-11-05', 'time': '04:22:00'}",-5.62,-1.34,2.04,6.12,193.43,19.45,3.69,382.5,58480.0
"{'date': '2019-11-05', 'time': '04:23:00'}",-5.6,-1.36,1.91,6.07,193.61,18.36,3.98,383.1,62281.0
"{'date': '2019-11-05', 'time': '04:24:00'}",-5.42,-1.48,2.15,6.01,195.26,20.93,4.93,391.2,85754.0
"{'date': '2019-11-05', 'time': '04:25:00'}",-5.48,-1.47,2.04,6.03,194.97,19.78,4.23,387.4,76215.0
"{'date': '2019-11-05', 'time': '04:26:00'}",-5.57,-1.24,1.92,6.02,192.56,18.54,3.7,382.2,63599.0
"{'date': '2019-11-05', 'time': '04:27:00'}",-5.74,-1.3,1.77,6.15,192.73,16.77,4.95,390.6,90502.0
"{'date': '2019-11-05', 'time': '04:28:00'}",-5.83,-1.22,1.69,6.19,191.78,15.86,4.3,384.2,65691.0
"{'date': '2019-11-05', 'time': '04:29:00'}",-5.75,-1.44,1.67,6.16,194.08,15.74,3.64,381.2,61649.0
"{'date': '2019-11-05', 'time': '04:30:00'}",-5.42,-1.62,1.7,5.91,196.64,16.67,4.81,387.2,74839.0
"{'date': '2019-11-05', 'time': '04:31:00'}",-5.21,-1.59,1.65,5.69,196.99,16.86,4.11,382.5,68467.0
"{'date': '2019-11-05', 'time': '04:32:00'}",-4.82,-1.56,1.61,5.31,197.9,17.67,4.64,383.5,69733.0
"{'date': '2019-11-05', 'time': '04:33:00'}",-4.62,-1.51,1.45,5.07,198.11,16.62,5.12,387.3,101238.0
"{'date': '2019-11-05', 'time': '04:34:00'}",-5.04,-1.62,1.53,5.51,197.81,16.09,4.6,380.5,64285.0
"{'date': '2019-11-05', 'time': '04:35:00'}",-4.84,-1.63,1.38,5.29,198.62,15.13,4.85,382.3,80325.0
"{'date': '2019-11-05', 'time': '04:36:00'}",-4.54,-1.36,1.38,4.93,196.62,16.23,4.92,382.9,85070.0
"{'date': '2019-11-05', 'time': '04:37:00'}",-4.75,-1.41,1.55,5.19,196.51,17.37,3.25,367.4,42137.0
"{'date': '2019-11-05', 'time': '04:38:00'}",-4.76,-1.72,1.7,5.33,199.91,18.54,4.66,378.4,77350.0
"{'date': '2019-11-05', 'time': '04:39:00'}",-4.75,-1.79,1.65,5.34,200.6,18.01,4.97,383.1,84427.0
"{'date': '2019-11-05', 'time': '04:40:00'}",-4.52,-2.42,1.81,5.44,208.11,19.43,4.42,384.2,96803.0
"{'date': '2019-11-05', 'time': '04:41:00'}",-4.65,-1.74,1.84,5.29,200.53,20.34,5.07,386.7,119735.0
"{'date': '2019-11-05', 'time': '04:42:00'}",-4.97,-1.56,2.06,5.6,197.4,21.59,5.03,379.0,86727.0
"{'date': '2019-11-05', 'time': '04:43:00'}",-4.98,-1.42,2.1,5.59,195.87,22.09,3.37,370.8,45260.0
"{'date': '2019-11-05', 'time': '04:44:00'}",-4.74,-1.29,2.15,5.36,195.21,23.62,4.35,383.7,79423.0
"{'date': '2019-11-05', 'time': '04:45:00'}",-4.21,-1.23,2.29,4.94,196.28,27.6,4.31,386.7,90663.0
"{'date': '2019-11-05', 'time': '04:46:00'}",-4.43,-1.85,1.99,5.2,202.63,22.54,3.25,368.9,50638.0
"{'date': '2019-11-05', 'time': '04:47:00'}",-4.04,-1.54,2.0,4.77,200.79,24.81,5.19,389.6,124259.0
"{'date': '2019-11-05', 'time': '04:48:00'}",-3.81,-1.37,1.97,4.5,199.86,25.95,5.08,376.7,72479.0
"{'date': '2019-11-05', 'time': '04:49:00'}",-4.55,-1.49,2.05,5.21,198.17,23.18,3.56,366.6,36492.0
"{'date': '2019-11-05', 'time': '04:50:00'}",-3.9,-2.37,2.16,5.05,211.28,25.27,5.88,385.6,129790.0
"{'date': '2019-11-05', 'time': '04:51:00'}",-3.93,-2.2,2.18,5.0,209.24,25.83,5.63,383.8,99960.0
"{'date': '2019-11-05', 'time': '04:52:00'}",-4.81,-1.22,1.92,5.32,194.24,21.19,3.55,368.6,55301.0
"{'date': '2019-11-05', 'time': '04:53:00'}",-5.39,-0.91,1.77,5.75,189.59,17.95,3.98,392.8,105164.0
"{'date': '2019-11-05', 'time': '04:54:00'}",-5.47,-0.77,1.72,5.78,187.97,17.3,4.35,399.7,100339.0
"{'date': '2019-11-05', 'time': '04:55:00'}",-5.54,-0.87,1.71,5.86,188.93,16.97,3.7,391.4,69938.0
"{'date': '2019-11-05', 'time': '04:56:00'}",-5.62,-0.86,1.73,5.94,188.75,16.96,3.7,391.7,70521.0
"{'date': '2019-11-05', 'time': '04:57:00'}",-5.48,-0.53,1.62,5.74,185.47,16.42,4.53,396.9,91921.0
"{'date': '2019-11-05', 'time': '04:58:00'}",-5.5,-0.15,1.54,5.71,181.57,15.61,4.71,395.2,96439.0
"{'date': '2019-11-05', 'time': '04:59:00'}",-5.51,-0.33,1.48,5.71,183.38,15.01,4.07,389.5,74739.0
"{'date': '2019-11-05', 'time': '05:00:00'}",-5.44,-0.32,1.39,5.63,183.4,14.26,3.91,390.6,80755.0
"{'date': '2019-11-05', 'time': '05:01:00'}",-5.56,-0.28,1.3,5.72,182.88,13.13,4.22,391.7,85787.0
"{'date': '2019-11-05', 'time': '05:02:00'}",-5.63,-0.41,1.5,5.84,184.15,14.89,4.04,393.0,90227.0
"{'date': '2019-11-05', 'time': '05:03:00'}",-5.66,-0.62,1.33,5.85,186.24,13.1,3.94,387.8,66836.0
"{'date': '2019-11-05', 'time': '05:04:00'}",-5.79,-0.85,1.41,6.02,188.4,13.55,3.72,389.8,87388.0
"{'date': '2019-11-05', 'time': '05:05:00'}",-5.72,-0.99,1.47,5.99,189.82,14.21,3.47,390.0,65794.0
"{'date': '2019-11-05', 'time': '05:06:00'}",-5.62,-0.86,1.37,5.85,188.7,13.57,3.9,392.7,87929.0
"{'date': '2019-11-05', 'time': '05:07:00'}",-5.62,-1.1,1.33,5.88,191.05,13.11,3.96,388.2,75142.0
"{'date': '2019-11-05', 'time': '05:08:00'}",-5.44,-1.41,1.33,5.77,194.55,13.33,3.7,387.9,83440.0
"{'date': '2019-11-05', 'time': '05:09:00'}",-4.52,-2.4,1.23,5.26,207.97,13.52,3.62,388.2,87393.0
"{'date': '2019-11-05', 'time': '05:10:00'}",-4.12,-3.0,1.19,5.23,216.06,13.12,3.09,374.9,59283.0
"{'date': '2019-11-05', 'time': '05:11:00'}",-4.58,-1.09,2.03,5.13,193.37,23.29,3.62,380.3,69282.0
"{'date': '2019-11-05', 'time': '05:12:00'}",-5.28,0.08,2.9,6.02,179.16,28.81,4.41,376.7,50729.0
"{'date': '2019-11-05', 'time': '05:13:00'}",-5.31,0.22,2.71,5.97,177.6,27.02,4.78,382.7,65390.0
"{'date': '2019-11-05', 'time': '05:14:00'}",-5.46,0.13,2.61,6.05,178.59,25.56,4.85,400.3,111567.0
"{'date': '2019-11-05', 'time': '05:15:00'}",-5.5,0.18,2.59,6.08,178.16,25.17,4.79,393.6,83426.0
"{'date': '2019-11-05', 'time': '05:16:00'}",-5.51,0.21,2.57,6.08,177.78,25.04,4.36,391.0,83314.0
"{'date': '2019-11-05', 'time': '05:17:00'}",-5.61,0.1,2.39,6.1,178.99,23.08,4.9,396.4,96896.0
"{'date': '2019-11-05', 'time': '05:18:00'}",-5.65,0.03,2.41,6.14,179.68,23.1,4.62,396.2,93886.0
"{'date': '2019-11-05', 'time': '05:19:00'}",-5.48,-0.51,1.85,5.8,185.31,18.57,2.97,375.8,32169.0
"{'date': '2019-11-05', 'time': '05:20:00'}",-5.35,-0.42,1.7,5.63,184.52,17.56,4.11,383.5,90314.0
"{'date': '2019-11-05', 'time': '05:21:00'}",-5.27,-0.03,1.99,5.64,180.32,20.67,4.8,384.4,88650.0
"{'date': '2019-11-05', 'time': '05:22:00'}",-5.33,0.28,1.95,5.68,176.96,20.07,3.53,372.0,41990.0
"{'date': '2019-11-05', 'time': '05:23:00'}",-5.25,0.2,2.36,5.76,177.83,24.21,4.61,393.2,114541.0
"{'date': '2019-11-05', 'time': '05:24:00'}",-5.49,0.02,2.27,5.94,179.75,22.5,4.3,390.3,95048.0
"{'date': '2019-11-05', 'time': '05:25:00'}",-5.77,0.23,2.32,6.23,177.72,21.91,3.14,383.1,55007.0
"{'date': '2019-11-05', 'time': '05:26:00'}",-5.79,0.53,2.33,6.26,174.74,21.86,3.82,391.8,75708.0
"{'date': '2019-11-05', 'time': '05:27:00'}",-5.82,0.33,2.38,6.29,176.8,22.21,4.49,395.5,85590.0
"{'date': '2019-11-05', 'time': '05:28:00'}",-5.71,-0.11,2.57,6.26,181.08,24.28,4.19,392.7,74335.0
"{'date': '2019-11-05', 'time': '05:29:00'}",-5.49,-0.61,2.89,6.24,186.35,27.59,3.98,390.2,68524.0
"{'date': '2019-11-05', 'time': '05:30:00'}",-5.51,-0.41,2.88,6.23,184.3,27.49,4.08,387.0,65107.0
"{'date': '2019-11-05', 'time': '05:31:00'}",-5.71,-0.57,2.67,6.33,185.73,24.96,4.09,387.5,67984.0
"{'date': '2019-11-05', 'time': '05:32:00'}",-5.87,-0.73,2.59,6.45,187.07,23.66,4.22,391.1,71816.0
"{'date': '2019-11-05', 'time': '05:33:00'}",-5.76,-0.79,2.49,6.33,187.76,23.2,4.23,392.4,78191.0
"{'date': '2019-11-05', 'time': '05:34:00'}",-5.64,-1.44,2.24,6.24,194.33,21.02,4.21,386.4,63904.0
"{'date': '2019-11-05', 'time': '05:35:00'}",-5.6,-0.19,2.8,6.26,181.94,26.55,4.9,384.3,92400.0
"{'date': '2019-11-05', 'time': '05:36:00'}",-5.67,-0.07,2.92,6.38,180.73,27.26,4.2,389.8,68768.0
"{'date': '2019-11-05', 'time': '05:37:00'}",-5.75,-0.3,2.87,6.44,182.95,26.52,4.44,391.3,83250.0
"{'date': '2019-11-05', 'time': '05:38:00'}",-5.68,-0.14,2.72,6.3,181.46,25.58,4.43,390.7,78376.0
"{'date': '2019-11-05', 'time': '05:39:00'}",-5.74,-0.02,2.67,6.33,180.16,24.91,3.28,376.9,52711.0
"{'date': '2019-11-05', 'time': '05:40:00'}",-5.37,0.19,2.97,6.14,178.0,28.93,4.23,385.0,70844.0
"{'date': '2019-11-05', 'time': '05:41:00'}",-5.35,0.49,3.08,6.2,174.73,29.85,4.68,389.7,93105.0
"{'date': '2019-11-05', 'time': '05:42:00'}",-5.24,-0.16,2.84,5.96,181.76,28.49,4.7,390.1,99756.0
"{'date': '2019-11-05', 'time': '05:43:00'}",-5.35,1.12,3.03,6.25,168.13,29.01,3.39,378.8,51692.0
"{'date': '2019-11-05', 'time': '05:44:00'}",-4.71,2.16,2.66,5.83,155.32,27.15,4.27,386.4,84844.0
"{'date': '2019-11-05', 'time': '05:45:00'}",-4.91,1.68,2.86,5.93,161.12,28.84,4.61,387.3,91542.0
"{'date': '2019-11-05', 'time': '05:46:00'}",-4.99,1.78,2.68,5.94,160.41,26.88,4.28,384.5,84054.0
"{'date': '2019-11-05', 'time': '05:47:00'}",-5.06,1.57,2.56,5.89,162.73,25.81,5.15,396.3,130141.0
"{'date': '2019-11-05', 'time': '05:48:00'}",-4.47,1.05,3.1,5.54,166.74,34.01,4.69,388.0,85173.0
"{'date': '2019-11-05', 'time': '05:49:00'}",-4.74,1.7,2.82,5.77,160.28,29.28,4.16,379.9,67064.0
"{'date': '2019-11-05', 'time': '05:50:00'}",-4.63,3.26,2.72,6.28,144.88,25.66,5.51,394.5,120032.0
"{'date': '2019-11-05', 'time': '05:51:00'}",-4.3,3.17,2.87,6.07,143.62,28.26,4.43,389.9,94067.0
"{'date': '2019-11-05', 'time': '05:52:00'}",-4.16,4.07,2.96,6.53,135.64,26.92,4.71,387.6,77022.0
"{'date': '2019-11-05', 'time': '05:53:00'}",-4.25,2.96,2.59,5.79,145.14,26.57,5.15,401.2,124417.0
"{'date': '2019-11-05', 'time': '05:54:00'}",-5.13,0.44,2.66,5.8,175.15,27.26,4.86,394.0,89226.0
"{'date': '2019-11-05', 'time': '05:55:00'}",-4.17,4.04,2.98,6.53,135.94,27.17,3.74,380.7,61249.0
"{'date': '2019-11-05', 'time': '05:56:00'}",-4.72,3.98,2.88,6.81,139.83,24.97,3.68,378.6,65086.0
"{'date': '2019-11-05', 'time': '05:57:00'}",-5.25,3.33,3.21,7.0,147.63,27.34,3.68,379.9,76997.0
"{'date': '2019-11-05', 'time': '05:58:00'}",-5.24,3.22,2.7,6.72,148.42,23.67,3.16,374.3,61767.0
"{'date': '2019-11-05', 'time': '05:59:00'}",-5.34,2.32,2.39,6.3,156.48,22.28,3.09,375.9,63609.0
"{'date': '2019-11-05', 'time': '06:00:00'}",-5.85,0.8,2.81,6.54,172.21,25.41,3.97,387.1,78889.0
"{'date': '2019-11-05', 'time': '06:01:00'}",-6.02,0.64,2.65,6.61,173.95,23.61,4.77,395.6,89267.0
"{'date': '2019-11-05', 'time': '06:02:00'}",-6.09,0.66,2.49,6.61,173.81,22.16,4.9,395.8,94445.0
"{'date': '2019-11-05', 'time': '06:03:00'}",-5.99,1.21,2.4,6.57,168.54,21.48,4.77,392.7,85774.0
"{'date': '2019-11-05', 'time': '06:04:00'}",-5.74,0.5,2.79,6.4,175.04,25.85,4.39,391.9,82195.0
"{'date': '2019-11-05', 'time': '06:05:00'}",-5.58,0.36,2.95,6.32,176.29,27.81,4.86,393.9,89141.0
"{'date': '2019-11-05', 'time': '06:06:00'}",-5.66,0.31,2.76,6.31,176.82,25.99,4.52,393.2,87425.0
"{'date': '2019-11-05', 'time': '06:07:00'}",-5.64,0.35,2.7,6.26,176.41,25.59,4.88,399.0,94604.0
"{'date': '2019-11-05', 'time': '06:08:00'}",-5.58,0.54,2.8,6.27,174.5,26.54,4.42,396.7,98572.0
"{'date': '2019-11-05', 'time': '06:09:00'}",-5.74,0.47,2.82,6.41,175.34,26.12,3.88,384.3,53715.0
"{'date': '2019-11-05', 'time': '06:10:00'}",-5.87,0.42,2.84,6.54,175.91,25.77,4.56,402.2,124326.0
"{'date': '2019-11-05', 'time': '06:11:00'}",-5.86,0.22,3.03,6.6,177.89,27.32,4.71,401.4,116541.0
"{'date': '2019-11-05', 'time': '06:12:00'}",-5.77,0.19,3.0,6.51,178.16,27.47,4.49,397.9,116122.0
"{'date': '2019-11-05', 'time': '06:13:00'}",-6.04,0.08,3.11,6.8,179.27,27.27,4.56,409.3,139666.0
"{'date': '2019-11-05', 'time': '06:14:00'}",-6.08,-0.06,3.33,6.93,180.61,28.72,4.56,410.0,124668.0
"{'date': '2019-11-05', 'time': '06:15:00'}",-5.87,-0.15,3.48,6.83,181.45,30.62,4.52,406.8,108899.0
"{'date': '2019-11-05', 'time': '06:16:00'}",-5.84,-0.13,3.65,6.89,181.24,32.01,4.22,403.0,91955.0
"{'date': '2019-11-05', 'time': '06:17:00'}",-6.05,-0.32,3.54,7.01,182.99,30.27,4.36,406.7,107756.0
"{'date': '2019-11-05', 'time': '06:18:00'}",-5.93,-0.18,3.62,6.95,181.71,31.41,4.49,401.9,101796.0
"{'date': '2019-11-05', 'time': '06:19:00'}",-5.96,-0.56,3.2,6.79,185.4,28.16,4.33,391.0,66797.0
"{'date': '2019-11-05', 'time': '06:20:00'}",-5.94,-0.71,3.27,6.82,186.76,28.65,4.15,407.2,105435.0
"{'date': '2019-11-05', 'time': '06:21:00'}",-6.0,-0.5,3.21,6.83,184.73,28.07,3.6,394.5,82979.0
"{'date': '2019-11-05', 'time': '06:22:00'}",-5.83,-1.26,3.11,6.72,192.18,27.53,3.13,385.6,59217.0
"{'date': '2019-11-05', 'time': '06:23:00'}",-4.71,-3.64,2.42,6.42,217.68,22.13,4.88,401.4,126932.0
"{'date': '2019-11-05', 'time': '06:24:00'}",-3.1,-4.3,1.72,5.57,234.24,18.02,4.12,388.5,99959.0
"{'date': '2019-11-05', 'time': '06:25:00'}",-3.21,-4.14,1.86,5.56,232.21,19.53,4.36,372.2,38645.0
"{'date': '2019-11-05', 'time': '06:26:00'}",-4.16,-3.27,2.09,5.69,218.13,21.55,4.57,381.2,65102.0
"{'date': '2019-11-05', 'time': '06:27:00'}",-4.76,-1.95,2.07,5.54,202.26,21.96,5.94,391.4,116985.0
"{'date': '2019-11-05', 'time': '06:28:00'}",-4.57,-2.31,1.83,5.44,206.85,19.67,6.24,393.4,127752.0
"{'date': '2019-11-05', 'time': '06:29:00'}",-4.45,-2.39,1.76,5.35,208.19,19.17,5.57,382.2,85344.0
"{'date': '2019-11-05', 'time': '06:30:00'}",-4.22,-2.43,1.66,5.15,209.92,18.84,5.14,382.8,87736.0
"{'date': '2019-11-05', 'time': '06:31:00'}",-3.88,-2.64,1.9,5.06,214.21,22.03,4.77,377.2,72737.0
"{'date': '2019-11-05', 'time': '06:32:00'}",-3.76,-2.65,1.69,4.9,215.21,20.19,4.67,372.2,59248.0
"{'date': '2019-11-05', 'time': '06:33:00'}",-3.7,-1.56,2.29,4.62,202.89,29.66,5.31,370.1,69542.0
"{'date': '2019-11-05', 'time': '06:34:00'}",-3.59,-1.63,2.17,4.5,204.49,28.77,5.2,369.8,67219.0
"{'date': '2019-11-05', 'time': '06:35:00'}",-3.47,-1.59,2.24,4.43,204.65,30.39,5.15,369.2,65547.0
"{'date': '2019-11-05', 'time': '06:36:00'}",-3.56,-1.44,2.46,4.56,202.03,32.59,5.46,369.2,70310.0
"{'date': '2019-11-05', 'time': '06:37:00'}",-3.8,-1.68,1.99,4.6,203.83,25.57,5.09,368.8,62037.0
"{'date': '2019-11-05', 'time': '06:38:00'}",-3.47,-1.82,2.02,4.41,207.67,27.33,5.05,367.8,54408.0
"{'date': '2019-11-05', 'time': '06:39:00'}",-3.56,-2.02,1.97,4.54,209.54,25.77,5.08,364.4,54071.0
"{'date': '2019-11-05', 'time': '06:40:00'}",-3.45,-1.93,1.78,4.34,209.19,24.29,3.81,359.2,35395.0
"{'date': '2019-11-05', 'time': '06:41:00'}",-3.52,-1.8,1.94,4.4,207.04,26.19,6.07,373.9,95937.0
"{'date': '2019-11-05', 'time': '06:42:00'}",-3.39,-1.62,1.87,4.2,205.62,26.53,5.75,369.5,71870.0
"{'date': '2019-11-05', 'time': '06:43:00'}",-2.8,-0.81,2.12,3.6,196.16,36.11,4.7,365.1,56943.0
"{'date': '2019-11-05', 'time': '06:44:00'}",-2.8,-0.64,2.16,3.59,192.96,36.92,5.04,372.8,76145.0
"{'date': '2019-11-05', 'time': '06:45:00'}",-3.22,-0.55,1.18,3.48,189.76,19.92,4.21,366.8,50730.0
"{'date': '2019-11-05', 'time': '06:46:00'}",-4.3,-0.6,-0.48,4.36,188.0,-6.34,5.45,372.9,88785.0
"{'date': '2019-11-05', 'time': '06:47:00'}",-4.41,-0.67,-0.14,4.47,188.67,-1.83,5.96,376.0,103787.0
"{'date': '2019-11-05', 'time': '06:48:00'}",-4.52,-0.57,0.42,4.57,187.2,5.31,5.51,373.3,89007.0
"{'date': '2019-11-05', 'time': '06:49:00'}",-4.59,-0.17,0.31,4.6,182.1,3.9,4.5,368.3,71770.0
"{'date': '2019-11-05', 'time': '06:50:00'}",-4.6,0.33,0.09,4.61,175.92,1.14,4.9,372.2,95245.0
"{'date': '2019-11-05', 'time': '06:51:00'}",-4.67,0.58,-0.14,4.71,172.92,-1.65,5.32,375.5,113898.0
"{'date': '2019-11-05', 'time': '06:52:00'}",-4.47,-0.44,1.21,4.66,185.55,15.09,4.59,367.7,61875.0
"{'date': '2019-11-05', 'time': '06:53:00'}",-4.48,0.21,0.47,4.51,177.35,5.99,4.85,376.0,104250.0
"{'date': '2019-11-05', 'time': '06:54:00'}",-4.32,0.64,0.77,4.43,171.57,10.0,5.06,377.0,116975.0
"{'date': '2019-11-05', 'time': '06:55:00'}",-3.63,1.98,1.03,4.26,151.42,13.95,3.44,374.8,111830.0
"{'date': '2019-11-05', 'time': '06:56:00'}",-3.36,1.51,2.21,4.3,155.79,30.88,4.24,391.6,158137.0
"{'date': '2019-11-05', 'time': '06:57:00'}",-3.98,1.94,2.85,5.26,154.04,32.79,3.45,397.9,111221.0
"{'date': '2019-11-05', 'time': '06:58:00'}",-5.4,0.58,2.97,6.2,173.83,28.67,3.5,375.2,57428.0
"{'date': '2019-11-05', 'time': '06:59:00'}",-5.22,0.39,2.92,5.99,175.76,29.2,4.2,395.0,109006.0
"{'date': '2019-11-05', 'time': '07:00:00'}",-5.2,0.71,3.0,6.05,172.25,29.77,4.75,398.2,124263.0
"{'date': '2019-11-05', 'time': '07:01:00'}",-5.18,-0.13,2.94,5.96,181.46,29.55,3.75,385.5,78755.0
"{'date': '2019-11-05', 'time': '07:02:00'}",-5.16,0.34,2.92,5.94,176.23,29.4,4.05,384.5,88411.0
"{'date': '2019-11-05', 'time': '07:03:00'}",-4.99,0.23,3.15,5.91,177.33,32.22,4.58,388.5,109133.0
"{'date': '2019-11-05', 'time': '07:04:00'}",-4.9,-0.29,3.21,5.87,183.41,33.14,4.38,387.1,96609.0
